Time (s), Acceleration x (m/s^2), Acceleration y (m/s^2), Acceleration z (m/s^2), Angular velocity p (rad/s), Angular velocity q (rad/s), Angular velocity r (rad/s), Magnetic field x (muT), Magnetic field y (muT), Magnetic field z (muT), Roll angle phi (deg), Pitch angle theta (deg), Yaw angle psi (deg), GPS Latitude (DDMM.MMMM), GPS Longiude (DDMM.MMMM), GPS Altitude (cm), GPS Speed (knots), GPS Heading (deg), GPS Number of Satellites
13.09, -0.08, 0.24, 9.10, -0.00, 0.09, 0.01, -4.09, 14.91, -53.57, 1.48, 0.49, -105.83, 
13.59, -0.47, 0.27, 10.79, 0.01, 0.09, -0.00, -3.00, 14.91, -52.04, 0.43, 1.95, -112.61, 
14.09, 0.04, 0.20, 8.59, -0.02, 0.08, -0.01, -0.82, 15.73, -50.51, -0.22, 2.37, -108.02, 
14.60, 0.12, -0.20, 10.36, -0.01, 0.09, -0.07, 0.45, 17.45, -49.29, -1.09, -0.65, -84.22, 
15.10, 0.00, -0.27, 11.22, -0.00, 0.07, -0.10, 0.09, 18.73, -48.67, -1.63, -0.00, -89.67, 
15.60, 0.00, 0.31, 11.38, -0.01, 0.09, -0.05, -0.18, 20.00, -48.27, 5.19, 0.52, -92.07, 
16.10, -0.63, 0.08, 12.87, -0.02, 0.09, -0.00, 0.18, 20.82, -49.80, 1.11, 3.55, -104.66, 
16.60, -0.27, 0.51, 10.43, 0.01, 0.10, 0.02, -0.73, 21.27, -51.12, 2.80, 1.51, -97.35, 
17.10, -0.04, 0.27, 11.18, -0.02, 0.09, 0.03, -0.91, 21.27, -51.53, 1.97, 1.72, -99.12, 
17.60, -0.12, 0.08, 9.41, 0.01, 0.08, -0.01, -0.36, 21.82, -51.33, 0.87, 1.31, -96.60, 
18.10, -0.59, 0.59, 10.36, -0.03, 0.09, -0.09, -0.91, 21.45, -52.24, 3.25, 2.81, -102.32, 
18.60, 0.16, -0.16, 10.83, -0.01, 0.09, -0.11, -2.82, 21.18, -53.57, -0.83, -0.83, -93.68, 
19.10, 0.55, -0.43, 10.90, -0.02, 0.07, -0.01, -6.00, 20.82, -53.27, -0.77, 0.77, -111.01, 
19.60, -0.51, -0.16, 11.06, -0.01, 0.09, 0.04, -7.45, 19.73, -51.84, -0.40, -0.00, -111.42, 
20.11, -0.51, 0.04, 11.65, 0.01, 0.11, 0.09, -6.73, 18.00, -49.90, 0.19, 2.51, -121.13, 
20.61, -0.39, -0.04, 10.40, -0.00, 0.10, 0.07, -2.55, 15.09, -50.71, -0.22, 2.16, -113.41, 
21.11, -0.08, 0.00, 10.83, 0.00, 0.07, 0.01, 0.00, 14.09, -54.69, 1.36, 0.97, -96.34, 
21.61, -0.20, 0.16, 13.42, -0.04, 0.07, 0.00, -0.55, 14.55, -57.35, 0.67, 0.84, -97.95, 
22.11, -0.20, 0.04, 9.61, 0.00, 0.08, -0.06, -2.45, 15.00, -59.08, 0.23, 1.17, -107.44, 
22.61, -0.24, 0.12, 11.85, 0.01, 0.08, -0.05, -3.45, 15.73, -59.39, 1.02, 2.24, -114.38, 
23.11, -0.82, -0.67, 13.34, -0.04, 0.09, -0.06, -3.27, 16.09, -59.49, -3.05, 6.78, -150.52, 
23.61, -0.63, 0.04, 11.53, -0.00, 0.07, -0.08, -2.55, 17.36, -59.69, 0.19, 3.12, -116.91, 
24.11, -0.12, -0.27, 13.45, -0.01, 0.07, -0.07, -1.45, 18.73, -60.31, -1.17, 0.50, -98.78, 
24.62, 0.04, 0.51, 10.51, -0.01, 0.09, -0.06, 0.09, 21.36, -61.84, 1.76, -1.54, -82.01, 
25.12, 0.59, -0.43, 11.41, -0.01, 0.08, -0.01, 0.00, 24.82, -64.90, -0.71, 0.48, -92.66, 
25.62, -0.75, -0.04, 11.49, -0.02, 0.09, 0.01, -1.82, 26.73, -66.33, -0.20, 3.71, -111.58, 
26.12, -0.24, 0.47, 10.43, -0.00, 0.09, 0.28, -2.73, 28.09, -65.20, 2.58, 1.29, 0.00, 
26.62, -0.43, -0.12, 11.45, -0.02, 0.08, 0.37, 0.91, 29.27, -64.59, 1.54, 2.31, -97.42, 
27.12, -0.20, 0.35, 9.30, -0.00, 0.09, 0.54, 5.00, 28.64, -63.37, 0.62, 1.03, -84.79, 
27.62, 0.00, 0.00, 10.16, -0.01, 0.09, 0.55, 8.27, 27.73, -60.31, 0.00, -0.00, -73.11, 
28.12, -0.12, 0.04, 10.94, -0.02, 0.10, 0.38, 12.00, 25.55, -55.00, 0.21, 0.62, -67.36, 
28.62, -0.27, 0.78, 10.40, -0.02, 0.08, 0.42, 15.64, 23.73, -50.92, 0.82, 0.82, -60.61, 
29.13, 0.24, -0.16, 11.81, 0.08, 0.17, 0.30, 18.09, 20.36, -48.27, -0.76, -1.33, -43.19, 
29.63, 0.27, 0.08, 10.28, -0.03, 0.08, 0.17, 17.82, 16.73, -47.96, 0.44, -1.53, -40.60, 
30.13, 0.00, 0.31, 9.26, -0.02, 0.07, 0.01, 17.18, 12.55, -48.78, 0.85, -0.00, -39.14, 
30.63, 0.51, 0.00, 10.04, 0.00, 0.09, 0.02, 17.09, 8.73, -49.90, 0.90, -2.01, -26.54, 
31.13, -0.16, 0.27, 11.77, -0.02, 0.06, 0.07, 17.64, 5.91, -51.33, 1.34, 0.76, -27.05, 
31.63, -0.12, 0.04, 10.87, 0.01, 0.07, -0.07, 18.09, 4.09, -53.47, 0.21, 0.62, -14.81, 
32.13, -1.06, 0.71, 8.75, 0.06, 0.15, -0.02, 18.36, 3.18, -56.53, -3.30, 1.81, 12.81, 
32.63, -0.27, 0.27, 9.38, 0.04, 0.07, -0.04, 18.09, 2.45, -58.27, 0.18, -0.00, -8.86, 
33.13, -0.12, 0.20, 11.18, -0.01, 0.08, -0.01, 17.36, 1.91, -59.49, 1.01, 0.60, -13.94, 
33.63, -0.59, 0.31, 10.75, -0.01, 0.09, 0.01, 16.73, 1.18, -61.02, 1.67, 3.13, -25.42, 
34.13, -0.04, 0.27, 11.18, 0.01, 0.11, 0.01, 17.45, 1.45, -61.94, 1.29, 1.72, -17.18, 
34.64, -0.31, -0.51, 10.32, -0.00, 0.07, -0.00, 18.27, 2.45, -63.16, 3.32, 6.85, -72.75, 
35.14, -0.27, 0.59, 10.71, -0.03, 0.01, -0.06, 17.18, 3.73, -64.18, 3.14, 1.47, -37.79, 
35.64, -0.43, 0.16, 10.51, 0.02, 0.08, -0.13, 15.91, 4.55, -64.90, 0.86, 2.35, -31.56, 
36.14, 0.67, -0.27, 11.85, -0.04, 0.02, -0.11, 15.00, 3.91, -66.02, 3.07, -0.00, -36.17, 
36.64, -0.20, -0.16, 10.75, 0.02, 0.10, -0.00, 16.27, 3.18, -67.65, -0.84, 1.05, -4.98, 
37.14, -0.78, 0.43, 10.28, -0.04, 0.05, 0.04, 18.18, 2.64, -68.78, 2.40, 4.36, -47.80, 
37.64, -0.63, 0.51, 10.55, -0.02, 0.05, 0.02, 19.45, 3.00, -69.39, -0.47, -1.66, -4.53, 
38.14, 0.55, -0.16, 11.69, -0.09, 0.01, 0.03, 19.82, 4.09, -68.88, 7.97, 2.27, -58.01, 
38.65, -0.39, 0.47, 10.36, 0.04, 0.13, -0.03, 20.45, 3.91, -68.47, 2.60, 2.17, -33.61, 
39.15, 0.47, 0.82, 10.71, -0.00, 0.04, -0.04, 20.64, 4.00, -68.47, 4.40, -2.51, -28.45, 
39.65, -0.71, 0.63, 6.86, 0.12, 0.21, 0.03, 19.27, 4.09, -67.96, 0.18, -1.29, -11.46, 
40.15, -0.55, 0.35, 9.14, 0.00, 0.08, 0.00, 17.27, 4.73, -65.31, 2.21, 3.44, -46.14, 
40.65, -0.35, -0.35, 10.87, -0.02, 0.08, -0.03, 16.45, 4.91, -62.04, -1.86, 1.86, -3.97, 
41.15, -0.16, 0.59, 10.12, -0.01, 0.08, -0.04, 18.09, 6.18, -60.61, 1.20, -0.80, -23.77, 
41.65, -0.43, 0.08, 10.20, -0.03, 0.09, -0.07, 19.09, 8.45, -63.47, 0.97, 0.97, -32.03, 
42.15, -0.20, 0.27, 9.96, -0.00, 0.09, -0.01, 17.45, 10.73, -66.53, 1.58, 1.13, -44.13, 
42.65, -1.02, 0.86, 8.12, -0.00, 0.09, -0.05, 14.55, 9.45, -65.10, 6.07, 7.12, -93.69, 
43.15, 0.31, 0.12, 9.65, -0.09, 0.00, -0.06, 15.64, 7.36, -61.94, 4.01, 2.94, -59.85, 
43.65, -0.67, -0.27, 12.08, -0.01, 0.10, -0.03, 18.36, 8.36, -58.78, 1.99, 6.82, -71.24, 
44.16, 0.00, 0.00, 11.57, 0.06, 0.12, 0.01, 19.27, 11.27, -55.00, 0.00, -0.00, -30.32, 
44.66, 0.04, -0.20, 10.75, -0.00, 0.06, -0.00, 17.45, 12.91, -55.92, -1.05, -0.21, -31.31, 
45.16, -0.90, 0.39, 11.02, -0.05, 0.03, -0.03, 14.91, 12.55, -57.86, 3.31, 3.09, -65.68, 
45.66, -0.94, 0.59, 8.98, -0.01, 0.10, 0.03, 12.91, 10.73, -57.96, 2.91, 5.19, -81.74, 
46.16, -0.16, -0.16, 8.90, -0.08, 0.00, 0.07, 12.36, 8.45, -56.84, -1.01, 1.01, -31.90, 
46.66, -0.31, 0.43, 11.77, -0.06, 0.05, 0.37, 13.36, 5.36, -55.71, 1.14, 2.05, -38.95, 
47.16, 0.12, -0.08, 11.22, -0.03, 0.08, 0.42, 15.64, 1.45, -55.61, 3.10, 3.29, -39.16, 
47.66, -0.31, 0.59, 8.94, 0.00, 0.09, 0.47, 16.91, -1.09, -56.22, 3.76, 2.01, -25.99, 
48.16, -0.16, 0.63, 10.32, -0.02, 0.08, 0.46, 16.73, -3.91, -56.94, 3.48, 0.87, 0.00, 
48.67, -0.31, 0.59, 10.12, -0.01, 0.10, 0.38, 15.27, -6.27, -58.27, 1.27, 2.33, 19.26, 
49.17, -0.47, 0.27, 11.38, -0.04, 0.07, 0.41, 12.82, -8.18, -59.39, 6.92, 3.57, -49.16, 
49.67, 0.75, -0.04, 9.92, -0.01, 0.07, 0.26, 9.09, -8.45, -60.00, -0.23, -4.29, 26.11, 
50.17, -0.86, 1.22, 10.12, -0.01, 0.10, 0.08, 6.09, -7.27, -58.98, 5.37, 3.80, -114.44, 
50.67, -0.86, 0.27, 9.69, 0.01, 0.07, -0.14, 4.55, -5.73, -56.63, -0.98, 3.33, 104.90, 
51.17, -1.02, 1.10, 10.16, 0.02, 0.04, -0.09, 5.91, -4.09, -54.59, -1.09, -1.45, 34.44, 
51.67, -1.18, 0.98, 9.26, 0.03, 0.12, 0.01, 7.91, -3.00, -53.88, 6.05, 7.20, -123.81, 
52.17, -0.27, 0.43, 9.30, -0.02, 0.07, -0.01, 8.82, -3.00, -54.29, 0.00, 2.26, 33.52, 
52.67, -0.90, 0.04, 10.08, 0.07, 0.14, 0.06, 0.00, 0.00, 0.00, -4.79, -0.53, 51.25, 
53.17, -0.20, 0.20, 10.79, 0.05, 0.13, 0.02, 8.36, -3.00, -57.14, 1.04, 1.04, 8.32, 
53.67, -0.35, 0.12, 10.75, -0.03, 0.09, -0.02, 8.00, -2.73, -57.76, 0.63, 1.88, 19.17, 
54.18, 1.06, -0.94, 12.71, -0.14, -0.09, -0.03, 6.55, -3.00, -57.14, 6.78, 3.07, -87.54, 
54.68, -0.04, 0.20, 10.79, -0.02, 0.06, -0.01, 6.64, -3.00, -56.84, 8.58, 6.39, -112.90, 
55.18, -0.27, -0.04, 10.83, -0.02, 0.08, 0.00, 7.36, -4.09, -56.94, -0.21, 1.45, 45.20, 
55.68, 0.08, 0.04, 11.49, 0.01, 0.07, -0.02, 6.73, -4.45, -56.84, 0.44, 0.44, 31.45, 
56.18, 0.20, 0.59, 10.16, -0.04, 0.08, -0.03, 5.55, -5.36, -56.02, 5.85, 4.43, -116.99, 
56.68, -0.51, 1.06, 9.73, 0.00, 0.11, -0.04, 5.00, -5.91, -54.59, 6.21, 2.98, -96.47, 
57.18, -1.18, -0.12, 10.94, -0.02, 0.07, -0.09, 6.09, -6.82, -53.06, -0.62, 6.14, 123.57, 
57.68, -0.08, 0.12, 10.28, -0.03, 0.07, -0.04, 8.09, -7.27, -51.94, 0.00, 4.28, 87.58, 
58.19, -0.63, -0.59, 10.04, 0.06, 0.15, 0.05, 10.45, -8.36, -52.35, -2.77, 2.13, 63.87, 
58.69, -0.55, 0.16, 8.63, 0.05, 0.14, 0.06, 11.82, -9.00, -54.90, 1.04, 3.64, 55.54, 
59.19, 0.59, -0.08, 10.75, 0.03, 0.05, 0.01, 10.55, -9.27, -57.04, -0.42, -3.13, 31.10, 
59.69, -0.12, -0.24, 12.94, 0.04, 0.10, 0.09, 8.45, -9.55, -57.45, 4.97, 4.68, -153.32, 
60.19, -0.98, 0.75, 11.30, 0.03, 0.10, 0.21, 5.55, -9.73, -56.43, 3.77, 5.15, 153.96, 
60.69, -0.75, 0.04, 9.73, -0.06, 0.06, 0.18, 3.55, -9.45, -55.51, 0.23, 4.38, 118.77, 
61.19, -0.67, 0.51, 11.53, -0.03, 0.06, 0.31, 2.73, -9.27, -55.31, 3.96, 3.95, 161.89, 
61.69, 0.08, -0.43, 10.71, -0.06, 0.07, 0.43, 1.18, -9.00, -56.02, 1.35, 1.58, 106.73, 
62.19, -0.08, -0.12, 12.91, 0.05, 0.17, 0.49, -1.09, -8.82, -57.45, -0.52, 0.35, 100.28, 
62.69, -0.55, 0.27, 9.14, -0.04, 0.11, 0.61, -4.64, -7.82, -59.08, 1.72, 3.44, 159.92, 
63.19, -0.20, 0.59, 10.79, 0.00, 0.08, 0.49, -9.09, -5.00, -60.00, 2.91, 5.35, -177.09, 
63.70, -0.55, 1.49, 8.39, 0.05, 0.14, 0.49, -11.27, -1.91, -60.41, 4.46, 0.21, -147.42, 
64.20, 0.39, 0.63, 10.98, 0.03, 0.11, 0.45, -12.64, 1.36, -60.41, 3.27, -2.04, -135.22, 
64.70, 0.51, 0.12, 10.67, -0.04, 0.09, 0.46, -12.64, 5.00, -60.00, 0.63, -2.74, -137.42, 
65.20, -0.67, 0.75, 12.40, -0.04, 0.05, 0.50, -11.64, 8.36, -58.78, 2.65, 0.19, -131.10, 
65.70, -0.67, 0.31, 10.00, 0.02, 0.08, 0.37, -9.82, 10.45, -57.45, 2.26, 2.94, -136.32, 
66.20, -0.27, 0.24, 9.89, -0.01, 0.11, 0.52, -6.73, 11.36, -56.63, 1.36, 1.59, -125.06, 
66.70, -0.86, 0.47, 10.12, 0.02, 0.11, 0.53, -3.73, 12.09, -56.84, 2.66, 4.87, -127.47, 
67.20, -0.08, 0.43, 10.71, 0.05, 0.11, 0.51, -1.27, 12.27, -57.04, 3.09, 3.08, -111.82, 
67.70, -0.39, 0.51, 9.77, -0.01, 0.10, 0.55, 0.82, 12.55, -57.65, 2.99, 2.30, -101.50, 
68.21, -0.20, 1.06, 10.20, -0.06, 0.05, 0.45, 2.73, 12.82, -57.45, 5.93, 1.10, -88.66, 
68.71, -0.24, 0.78, 9.41, -0.03, 0.07, 0.49, 4.55, 12.82, -56.84, 3.56, 2.51, -91.14, 
69.21, -1.06, 0.94, 8.83, -0.02, 0.10, 0.55, 7.64, 12.18, -56.12, 5.04, 3.98, -90.16, 
69.71, -0.20, 0.27, 11.22, -0.01, 0.09, 0.54, 10.27, 11.00, -55.51, 1.40, 1.00, -58.71, 
70.21, -0.47, 0.78, 10.55, -0.01, 0.10, 0.52, 12.45, 8.82, -55.20, 4.25, 2.55, -65.96, 
70.71, -0.27, 0.94, 9.10, 0.01, 0.12, 0.65, 14.09, 5.73, -54.90, 3.11, -0.83, -36.64, 
71.21, 0.39, 0.51, 10.40, -0.02, 0.05, 0.57, 14.73, 2.73, -54.29, 5.03, -3.65, -29.36, 
71.71, -0.51, 0.27, 10.79, -0.02, 0.08, 0.34, 14.64, -0.09, -53.78, 1.46, 2.71, -14.02, 
72.21, -0.59, 1.02, 10.47, -0.02, 0.08, 0.36, 14.27, -2.82, -53.27, 5.56, 3.20, -42.32, 
72.71, -0.20, 0.55, 10.36, -0.01, 0.10, 0.39, 13.45, -5.73, -53.27, 3.18, 0.99, -1.02, 
73.22, -0.04, 0.90, 10.43, -0.06, 0.06, 0.45, 12.00, -7.09, -53.88, 4.94, 0.21, -10.89, 
73.72, -0.04, 0.43, 12.04, -0.00, 0.10, 0.33, 9.73, -8.82, -55.71, 2.05, 0.19, 27.22, 
74.22, -0.24, 0.71, 10.47, 0.02, 0.12, 0.28, 7.91, -9.45, -57.04, -1.98, -0.00, 59.43, 
74.72, -0.16, 0.24, 10.16, 0.01, 0.09, 0.20, 5.00, -9.64, -58.78, -0.47, -0.93, 56.88, 
75.22, 0.39, 0.82, 10.71, 0.05, 0.16, 0.28, 2.27, -9.45, -59.90, 4.40, -2.09, 2.04, 
75.72, 0.71, -0.24, 12.12, 0.04, 0.11, 0.34, -1.45, -7.64, -60.61, -1.11, -3.33, 60.79, 
76.22, -0.67, 0.90, 10.63, -0.01, 0.10, 0.26, -5.00, -5.64, -59.69, 1.54, 0.19, 155.78, 
76.72, -0.75, -0.08, 10.59, 0.00, 0.07, 0.18, -6.55, -4.73, -58.78, 3.22, 1.07, -167.83, 
77.22, -0.12, 0.39, 10.24, 0.01, 0.11, 0.13, -6.55, -3.64, -58.06, 2.19, 0.66, -174.13, 
77.72, -0.71, 0.67, 10.47, -0.05, 0.06, 0.10, -6.64, -2.45, -58.47, 0.41, 3.65, 173.38, 
78.23, -0.86, 0.78, 9.41, 0.02, 0.09, 0.07, -6.73, -1.27, -58.88, 1.51, 0.95, -168.06, 
78.73, -0.82, -0.08, 9.81, 0.08, 0.14, 0.06, -6.73, 0.36, -58.98, -0.91, 1.60, 171.41, 
79.23, 0.20, -0.55, 10.32, 0.00, 0.08, 0.05, -6.91, 1.82, -58.78, -3.05, -1.09, 136.52, 
79.73, -0.24, 0.20, 8.51, 0.01, 0.11, 0.11, -6.27, 2.27, -57.96, -1.80, 0.80, 170.14, 
80.23, -0.39, 0.51, 10.94, 0.03, 0.11, 0.13, -5.91, 2.64, -58.37, 2.80, 4.08, -149.64, 
80.73, 0.75, -0.43, 11.22, -0.03, 0.05, 0.10, -5.91, 3.09, -59.59, -2.20, -3.80, 36.80, 
81.23, 0.31, 0.00, 12.83, -0.01, 0.08, 0.10, -7.00, 4.09, -60.00, 0.00, -1.40, -134.79, 
81.73, -0.55, 0.90, 9.81, -0.03, 0.06, 0.09, -7.91, 5.09, -59.90, 0.63, -2.54, -112.05, 
82.23, -0.39, 0.59, 10.20, 0.02, 0.10, -0.04, -8.00, 5.91, -58.98, -0.90, -2.69, -121.02, 
82.74, -0.63, 0.75, 11.22, 0.10, 0.18, -0.05, -7.55, 5.27, -58.78, 3.80, 3.19, -137.19, 
83.24, -0.71, 0.75, 9.61, 0.03, 0.09, 0.02, -7.09, 5.27, -59.08, 0.23, -2.30, -112.16, 
83.74, 0.16, -0.63, 10.79, -0.04, 0.07, -0.03, -7.64, 4.91, -59.80, 1.01, 6.26, -161.22, 
84.24, -0.78, 1.45, 11.77, 0.11, 0.17, -0.02, -8.27, 4.82, -59.49, -0.19, 1.91, -160.11, 
84.74, -0.24, -0.63, 12.47, -0.05, 0.07, -0.02, -9.18, 4.91, -58.98, -2.88, 1.08, 174.90, 
85.24, -0.82, 0.63, 10.24, 0.06, 0.13, 0.03, -8.64, 4.82, -58.16, 3.72, 2.74, -138.96, 
85.74, -0.75, 1.26, 8.24, 0.07, 0.14, 0.04, -8.18, 4.91, -58.16, 1.75, 0.78, -139.08, 
86.24, -1.29, 1.02, 7.41, 0.02, 0.10, 0.02, -8.09, 4.27, -58.88, 7.83, 9.81, -144.22, 
86.74, -0.47, -0.43, 9.26, 0.02, 0.10, 0.03, -8.73, 4.64, -59.08, -2.67, 2.91, 176.71, 
87.24, -0.31, -0.04, 12.43, -0.03, 0.09, -0.00, -9.55, 4.82, -58.78, 5.37, 3.89, -137.98, 
87.75, 0.43, 0.00, 10.20, 0.02, 0.06, 0.03, -9.91, 5.18, -58.06, 0.23, -3.74, -112.20, 
88.25, -0.98, 0.04, 8.79, -0.02, 0.09, 0.02, -9.45, 4.91, -57.24, 0.26, 6.37, -166.18, 
88.75, -0.94, -0.24, 12.32, 0.00, 0.10, -0.02, -9.36, 4.00, -57.55, -1.09, 4.37, -174.25, 
89.25, -0.59, 0.31, 10.90, -0.03, 0.09, -0.06, -9.64, 3.55, -58.37, 1.67, -1.25, -135.61, 
89.75, -0.12, 0.35, 9.96, -0.02, 0.06, -0.04, -10.82, 3.36, -59.29, 1.35, 2.03, -157.70, 
90.25, -0.16, -0.27, 11.53, 0.04, 0.01, 0.03, -12.18, 3.27, -58.67, -1.36, 0.78, -177.99, 
90.75, -0.04, 0.55, 9.57, 0.02, 0.12, 0.08, -13.36, 4.00, -57.86, -0.19, -0.19, -162.81, 
91.25, -0.39, 0.51, 8.51, 0.06, 0.14, 0.05, -13.73, 5.27, -56.53, -1.47, 2.02, -172.32, 
91.75, 0.43, 0.75, 9.18, -0.01, 0.07, 0.00, -13.82, 5.55, -55.71, 4.64, -2.68, -120.64, 
92.25, 0.00, 0.08, 11.10, 0.07, 0.12, -0.06, -13.27, 5.82, -54.69, 0.40, -0.00, -153.59, 
92.76, -0.16, 0.12, 10.94, 0.03, 0.09, -0.06, -12.45, 4.73, -54.80, 3.89, 3.88, -148.61, 
93.26, -0.78, 0.55, 8.83, 0.01, 0.10, -0.06, -13.00, 3.27, -54.59, 3.81, 7.83, -159.40, 
93.76, -0.12, 0.55, 11.38, 0.03, 0.10, -0.16, -12.64, 3.36, -55.00, 2.76, 0.59, -147.86, 
94.26, -1.06, 1.02, 8.12, -0.01, 0.07, -0.23, -10.91, 2.36, -56.33, -1.85, -0.21, 173.10, 
94.76, -0.39, 0.04, 10.90, 0.02, 0.07, -0.37, -9.36, 1.09, -58.16, 2.99, 1.84, -151.39, 
95.26, -1.29, 0.31, 9.61, 0.00, 0.10, -0.52, -8.55, -1.09, -59.59, 1.87, 7.67, -173.57, 
95.76, -0.75, 0.20, 9.22, -0.04, 0.04, -0.83, -6.73, -4.55, -59.49, 1.22, 4.62, 172.87, 
96.26, -0.39, 0.12, 9.38, 0.02, 0.09, -0.79, -3.00, -7.18, -58.57, -1.60, -0.00, 106.01, 
96.76, -0.20, -0.12, 10.12, -0.01, 0.06, -0.78, 3.18, -9.00, -57.04, -2.06, 1.03, 85.03, 
97.26, -0.31, 0.04, 10.67, -0.00, 0.08, -0.76, 9.18, -8.64, -55.82, 0.21, 1.68, 54.38, 
97.77, -0.63, 0.00, 10.12, 0.01, 0.06, -0.80, 15.18, -6.27, -54.90, 0.00, 3.55, 36.97, 
98.27, -0.67, 0.24, 9.73, 0.02, 0.10, -0.66, 19.73, -1.73, -54.18, 0.42, 3.12, 3.87, 
98.77, -0.35, 0.04, 10.43, -0.00, 0.06, -0.50, 21.27, 1.64, -54.69, 0.22, 1.94, -6.66, 
99.27, -0.71, 0.04, 10.12, 0.02, 0.08, -0.34, 21.82, 4.64, -54.49, 0.22, 3.99, -19.70, 
99.77, -0.39, 0.20, 10.40, -0.01, 0.08, -0.09, 21.73, 6.00, -54.49, 1.08, 2.80, -26.23, 
100.27, -0.43, 0.24, 10.36, -0.00, 0.08, -0.10, 21.64, 6.64, -54.39, 1.09, 3.04, -28.83, 
100.77, -0.43, 0.35, 10.40, -0.00, 0.08, -0.02, 22.00, 6.91, -54.49, 1.95, 2.38, -31.33, 
101.27, -0.35, 0.16, 10.43, -0.00, 0.09, -0.02, 21.73, 6.91, -54.69, 0.86, 1.94, -25.43, 
101.77, -0.35, 0.24, 10.32, -0.00, 0.08, -0.02, 21.64, 6.82, -54.39, 1.28, 1.49, -26.20, 
102.28, -0.31, 0.24, 10.47, -0.00, 0.08, -0.02, 21.64, 6.82, -54.59, 1.50, 2.36, -29.53, 
102.78, -0.35, 0.27, 10.43, -0.00, 0.09, -0.02, 21.64, 6.64, -54.39, 1.51, 1.94, -27.92, 
103.28, -0.35, 0.24, 10.47, -0.00, 0.08, -0.02, 21.36, 6.82, -54.80, 1.29, 1.93, -27.76, 
